photo_id|owner_id|page_id|camera|camera_type|filename|data
35029606806|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029606806"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0160"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:39:56"", ""max_width"": 4928, ""max_height"": 3280, ""url_max"": ""https://live.staticflickr.com/4275/35029606806_d7215f5a10_o.jpg"", ""max_width_2000"": 1600, ""max_height_2000"": 1065, ""url_max_2000"": ""https://live.staticflickr.com/4275/35029606806_5c4deba69a_h.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029606806"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:39:56"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/640"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""112.0 mm"", ""focal_length_in35mm"": ""112 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
35029611366|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029611366"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0155"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:39:32"", ""max_width"": 4928, ""max_height"": 3280, ""url_max"": ""https://live.staticflickr.com/4199/35029611366_834f6dd1d8_o.jpg"", ""max_width_2000"": 1600, ""max_height_2000"": 1065, ""url_max_2000"": ""https://live.staticflickr.com/4199/35029611366_69e1261761_h.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029611366"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:39:32"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/640"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""120.0 mm"", ""focal_length_in35mm"": ""120 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
35029609046|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029609046"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0158"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:39:53"", ""max_width"": 4928, ""max_height"": 3280, ""url_max"": ""https://live.staticflickr.com/4232/35029609046_9f326e1f11_o.jpg"", ""max_width_2000"": 1600, ""max_height_2000"": 1065, ""url_max_2000"": ""https://live.staticflickr.com/4232/35029609046_4a669f4305_h.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029609046"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:39:53"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/640"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""112.0 mm"", ""focal_length_in35mm"": ""112 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
35029613656|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029613656"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0152"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:39:23"", ""max_width"": 4928, ""max_height"": 3280, ""url_max"": ""https://live.staticflickr.com/4198/35029613656_c96b1ba72f_o.jpg"", ""max_width_2000"": 1600, ""max_height_2000"": 1065, ""url_max_2000"": ""https://live.staticflickr.com/4198/35029613656_3ef48db786_h.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029613656"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:39:23"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/640"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""145.0 mm"", ""focal_length_in35mm"": ""145 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
35029608586|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029608586"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0159"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:39:54"", ""max_width"": 4928, ""max_height"": 3280, ""url_max"": ""https://live.staticflickr.com/4235/35029608586_ee6b08dfec_o.jpg"", ""max_width_2000"": 1600, ""max_height_2000"": 1065, ""url_max_2000"": ""https://live.staticflickr.com/4235/35029608586_ac52a08a70_h.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029608586"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:39:54"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/640"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""112.0 mm"", ""focal_length_in35mm"": ""112 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
35029610556|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029610556"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0156"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:39:49"", ""max_width"": 4928, ""max_height"": 3280, ""url_max"": ""https://live.staticflickr.com/4221/35029610556_0bef6ea01c_o.jpg"", ""max_width_2000"": 1600, ""max_height_2000"": 1065, ""url_max_2000"": ""https://live.staticflickr.com/4221/35029610556_1fcb7ca602_h.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029610556"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:39:49"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/500"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""120.0 mm"", ""focal_length_in35mm"": ""120 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
35029605656|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029605656"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0161"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:40:28"", ""max_width"": 3280, ""max_height"": 4928, ""url_max"": ""https://live.staticflickr.com/4277/35029605656_86e0a4d278_o.jpg"", ""max_width_2000"": 1363, ""max_height_2000"": 2048, ""url_max_2000"": ""https://live.staticflickr.com/4277/35029605656_003660e908_k.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029605656"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:40:28"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/640"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""105.0 mm"", ""focal_length_in35mm"": ""105 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
35029609826|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029609826"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0157"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:39:52"", ""max_width"": 4928, ""max_height"": 3280, ""url_max"": ""https://live.staticflickr.com/4211/35029609826_eb4ab6bcdd_o.jpg"", ""max_width_2000"": 1600, ""max_height_2000"": 1065, ""url_max_2000"": ""https://live.staticflickr.com/4211/35029609826_8575b5773e_h.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029609826"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:39:52"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/640"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""112.0 mm"", ""focal_length_in35mm"": ""112 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
35029612876|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029612876"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0153"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:39:27"", ""max_width"": 4928, ""max_height"": 3280, ""url_max"": ""https://live.staticflickr.com/4219/35029612876_696a3b988d_o.jpg"", ""max_width_2000"": 1600, ""max_height_2000"": 1065, ""url_max_2000"": ""https://live.staticflickr.com/4219/35029612876_3eccf3029f_h.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029612876"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:39:27"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/640"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""125.0 mm"", ""focal_length_in35mm"": ""125 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
35029612086|136260302@N04|1003|Nikon D4|Nikon|136260302@N04_Nikon_082558e9.json|"{""id"": ""35029612086"", ""owner"": ""136260302@N04"", ""title"": ""TSV_0154"", ""realname"": ""phạm nhật minh"", ""ownername"": ""minhnam_phi19090"", ""datetaken"": ""2017-06-03 14:39:31"", ""max_width"": 4928, ""max_height"": 3280, ""url_max"": ""https://live.staticflickr.com/4207/35029612086_6510aa89c3_o.jpg"", ""max_width_2000"": 1600, ""max_height_2000"": 1065, ""url_max_2000"": ""https://live.staticflickr.com/4207/35029612086_afef96d57a_h.jpg"", ""flickr_page"": ""https://www.flickr.com/photos/136260302@N04/35029612086"", ""camera"": ""Nikon D4"", ""create_date"": ""2017:06:03 14:39:31"", ""lens_model"": ""80.0-200.0 mm f/2.8"", ""iso"": ""100"", ""exposure_time"": ""1/800"", ""exposure_program"": ""Aperture-priority AE"", ""exposure_compensation"": ""+1/3"", ""aperture"": ""2.8"", ""focal_length"": ""120.0 mm"", ""focal_length_in35mm"": ""120 mm"", ""white_balance"": ""Manual"", ""metering_mode"": ""Multi-segment"", ""flash"": ""No Flash"", ""pageid"": ""1003""}"
